exchange_rate,oil_price,sanctions_index,risk
59736.22230517717,82.76013246224623,6.392705916940178,2
52693.22692705143,86.20027116581511,57.38817028859062,1
40866.20249037662,112.7703998292352,32.65584473727926,0
56577.32716896199,117.97346191992187,90.76276446922274,2
54209.49132954351,112.60239526433588,32.714489939751054,0
57243.230370142024,97.35526204286025,36.10452881037251,2
41516.72079856879,86.48398385596266,74.31952079146986,1
41292.32195237433,91.25378037335538,7.002635952896885,0
47042.97237073364,100.03036321360804,9.710026480432566,0
53308.07045536715,89.39992988468543,78.48651833915747,1
57925.10659881025,80.56330854140904,9.098936943816982,2
42881.57610989434,93.17293682808318,49.44307599549512,0
49581.54944592512,101.03849293647183,33.86851481556986,0
42000.323978685105,88.73680653188407,74.30167638167275,1
57265.63618249576,96.82737517814802,15.21085905562244,2
55653.472763152284,83.086752845462,28.75298278258548,2
48720.02041380835,113.41577521645505,22.85148278796896,0
54072.25984404609,77.72977102555201,28.613182043070886,1
47798.587155908666,111.15294225762226,30.516136034586026,0
56388.358458307965,79.61536092295667,87.80363914766383,2
43372.81024074633,112.41712879383354,99.16999828324992,2
59220.84697161098,106.19289730882639,25.684461060572282,2
51859.36192804066,90.0669763787757,94.00117243906388,2
45638.1270848707,76.6216405254476,95.58223267320183,2
45771.27518433795,90.64992723941954,86.92105227265071,2
59159.47518082719,78.07488558850254,40.77410312582369,2
53820.34171675049,91.0076366047728,34.32733659894834,0
53985.687869404435,119.45759839018052,2.876337155227293,0
49825.99873019191,72.1567730014705,61.59008697280014,1
44939.531633099,91.053397900061,91.54290662930326,2
48242.10087085064,72.19882736713275,76.56453791916888,1
48267.86059234321,98.92876241516525,55.47240303072641,1
54493.94024410276,78.10088813090718,96.97014317611001,2
56507.38580988532,111.54603603069702,47.27752438661186,2
57844.6826186331,115.775286886197,87.32909095536502,2
48822.28007437597,83.4174913401317,82.14458294974229,2
50826.51026380851,118.43727306660713,55.441599530268725,1
57826.05648035077,96.53694525317508,89.72960396588734,2
49419.38925286702,102.8435691129124,49.76272735186929,0
52708.312587653425,79.17332370698406,49.93792788749829,1
53652.22776152807,75.79882928630487,92.97844644514245,2
55849.28416912026,114.83430980980647,45.882219753178056,2
43260.47095000854,118.83275050050725,34.92200120025169,0
56724.9683068776,84.48287785850802,90.10957802672571,2
47942.23875031527,111.20384868458467,48.456456933282524,0
42178.210911567745,104.53318397041214,58.88865324316055,1
55197.77830418344,72.72897035811754,32.85250946521605,2
44465.54883203536,109.11358992386654,60.18658637042134,1
46751.18090172457,117.52759514369902,21.950119933549207,0
47852.58108105825,106.15312187637701,12.278683092871423,0
49647.176614761614,73.64276083555043,85.07346866059686,2
55497.4431068542,117.7008500096224,79.41510016215544,2
43833.53487931721,73.47763140910308,5.931105079792043,1
52470.89779756956,88.20189827572248,40.360292915162,0
54408.190845914294,89.18193552708337,72.64163275063092,1
49421.72545900507,96.36369793565936,43.23277615514177,0
44204.8116997549,75.07242624845958,63.805923249335684,1
51114.54674080241,117.54545243140927,38.576982417138275,0
52936.616443622675,86.33537501210155,53.57727279046118,1
44135.78119342903,80.93238398040195,79.50434678550891,1
45837.62729303015,82.4450682536429,51.54531570918487,1
51775.328691730996,78.80951949022607,40.45155647742417,1
54964.47064965622,78.94856897616208,11.467177373982484,1
52325.6096248864,117.03909509269766,65.37799050375837,1
57059.292769755324,90.82457410244193,38.46767667456859,2
43134.550616860855,80.83033015233698,49.6477890369749,0
44674.427944283765,94.76638888023436,58.72523014758786,1
57461.26458285851,75.48656948424478,23.365386720764725,2
49691.006438249984,90.68138372872677,72.86505247241004,1
42533.435283219726,95.85554095844464,45.56435463689959,0
51984.86594437304,115.12654640240257,49.877684454604776,0
47208.43147630548,91.19037732840934,60.54206704899748,1
50940.00307891657,105.99220723433176,51.3803315193702,1
44160.01890634972,83.28674730580786,22.695101887329184,0
50498.3973617218,101.209572240585,85.29582259793538,2
41610.83507890015,91.59957159032675,4.428231901791668,0
51388.32105902153,70.51895160917712,3.291097673419352,1
52465.92119425929,115.85832415777364,49.850682938998794,0
52428.709412467666,118.96090042292283,62.23947770504057,1
57198.17991944461,98.17392857648633,92.27796404540913,2
48649.49143331914,74.03911737695472,66.44367189882156,1
45544.36310478293,85.50033099386874,64.51930464943206,1
52678.687935895854,74.2974001953472,31.1952575331339,1
45018.7407443543,71.7297630746605,35.69288994572099,1
58160.84883152087,87.48287239119517,38.069256451837006,2
59699.34277581122,76.77418874663454,89.88593347930701,2
54965.72731655736,114.15008845992139,10.792316648898959,0
56262.48045193497,112.58098411826978,77.78586385740158,2
40132.56009449446,111.27376668095914,59.814118010616,1
59753.411697968564,101.43175687005753,65.91671626115469,2
54925.8575207019,82.35508562854507,0.9083111301043778,0
40524.01005789134,73.54712506881766,50.542021580693465,1
51394.8035521296,95.4107195303842,82.88968739117337,2
47079.504777533984,114.88933686667812,77.69584448236559,1
49755.34504488429,83.40575390981941,79.95943489969196,1
51121.35007957741,89.73070186450195,89.92020994036906,2
49469.59386633096,79.82361808910646,76.18662172769459,1
59692.394125004175,109.86952122385782,24.706872438514893,2
46313.70402151314,88.8536313299242,11.047468292471175,0
56096.16503790589,108.11143961770932,2.5587682181150484,2
56485.1662901285,105.36596537933102,11.479839751294186,2
41232.40386993749,76.4780945052086,24.217151593530005,1
46785.06932517758,81.62681954895199,3.2287278341425862,0
43342.310378519534,75.90072428795297,79.87793797697383,1
49961.53171115802,118.93274567324937,17.006461043235255,0
42952.132032796086,109.57587950413753,17.3331859531051,0
44079.85141315928,83.51292884507245,10.605964084927633,0
45478.22403198772,87.72078479159715,45.46497433312937,0
57498.24010730439,75.26176882019094,11.285805691578366,2
47002.89057861663,90.38086150085894,33.44726668625238,0
55327.337262467554,117.39227046025344,21.62077481847383,2
54343.6375597823,97.70334067082769,18.904828683129203,0
54076.3717514866,85.1897401736579,2.4059518786893386,0
50836.77877746947,104.98690480673005,96.84425856314314,2
